通し番号	作業番号	作業ファイル	申込番号	店舗種別	施設名称	施設所在地	施設ホームページURL
5416	5423	1	23839154	居酒屋	うおかつ	〒545-0052 大阪府 大阪市阿倍野区阿倍野筋一丁目 ２ー１７巴ビル３階	
5427	5434	1	79469059	BAR	Song Line	〒530-0047 大阪府 大阪市北区 西天満4-8-3 天野ビル3F	
5577	5584	1	15098799	BAR	DELI	〒534-0024 大阪府 大阪市都島区 東野田町３丁目２－１５　２階	
5692	5699	1	43129746	スナック	BOW	〒553-0006 大阪府 大阪市福島区吉野３丁目７番７号	
5941	5948	1	99982121	寿司屋	海鮮丸	〒556-0005 大阪府 大阪市浪速区 日本橋3-5-25高島屋東別館１階	
6075	6082	1	22973968	居酒屋	居酒屋 KONGO GONBE	〒589-0011 大阪府 大阪狭山市 半田1-622-1 ウエスティ金剛1F	
6506	6513	1	49779876	焼き鳥屋	八栄亭	〒530-0057 大阪府 大阪市北区 曽根崎二丁目五の三十七	
6606	6614	1	46391578	居酒屋	スタンドキッチンエミショクドウ	〒557-0043 大阪府 大阪市西成区 玉出東2-5-6	
7110	7118	1	23423274	イタリア料理	kitchen vinvino	〒532-0003 大阪府 大阪市淀川区 宮原2-12-13-2f	
7200	7208	1	67340567	焼き鳥屋	難波焼とりporc	〒556-0016 大阪府 大阪市浪速区 元町1-2-27ミッドスクエア難波1階	
7402	7410	1	63358188	ラーメン	ジョニーのからあげ/天天菜	〒532-0013 大阪府 大阪市淀川区 木川西2-1-14	
7682	7690	1	73251026	BAR	Queen Bee	〒542-0083 大阪府 大阪市中央区 東心斎橋2丁目８番１１号　エーコービル２階	
7736	7744	1	80224620	カラオケ	司	〒530-0002 大阪府 大阪市北区 曽根崎新地１－６－１９山名ビル３階３０１号	
7988	7996	1	88758053	BAR	Cheers Jr.	〒573-1197 大阪府 枚方市 禁野本町1-8-21	
7992	8000	1	27210387	スナック	おもちゃ箱	〒530-0002 大阪府 大阪市北区 曽根崎新地１－７－３　１Ｆ－Ｄ	
8094	8102	1	10132645	居酒屋	たこ焼き　八ぽん　守口店	〒570-0039 大阪府 守口市 橋波西之町2-11-3	
8175	8183	1	75068907	中華料理	紅虎餃子房	〒549-0011 大阪府 泉南郡田尻町泉州空港中1番地 関西国際空港旅客ﾀｰﾐﾅﾙﾋﾞﾙ3階	
8321	8329	1	49978378	居酒屋	創作料理わだ	〒573-0064 大阪府 枚方市 北中振3-21-2	
8412	8420	1	92797668	カフェ・喫茶店	Mai.Mai	〒582-0025 大阪府 柏原市 国分西	
8414	8422	1	17653416	中華料理	初	〒542-0073 大阪府 大阪市中央区 日本橋2-16-11 YSハイツ	
8509	8517	1	89550903	ラウンジ	ラウンジR.e.x	〒573-0028 大阪府 枚方市 川原町10-7 中日ハウス103号室	
8590	8598	1	98113936	居酒屋	華嬉	〒561-0833 大阪府 豊中市 庄内幸町２－１９－１２	
8713	8721	1	94686462	和食	おばんざいB	〒542-0074 大阪府 大阪市中央区 千日前1-1-10スズビル1F	
8730	8738	1	10977989	スナック	Bomber	〒533-0014 大阪府 大阪市東淀川区 豊新4-26-8	
8878	8886	1	84873999	スナック	おしゃれ倶楽部	〒554-0013 大阪府 大阪市此花区 梅香1-22-18 1階	
9142	9150	1	94238407	お好み焼	岡ちゃん	〒546-0042 大阪府 大阪市東住吉区 今川４－５－１９	
9194	9202	1	46723954	その他	ゲンタコ５１	〒579-8038 大阪府 東大阪市 箱殿町3番地14号	
9199	9207	1	35546636	居酒屋	松崎町バルSanma	〒545-0053 大阪府 大阪市阿倍野区 松崎町3-17-11	
9271	9279	1	25360649	スナック	みこ	〒599-8101 大阪府 堺市東区 八下町2-35	
9346	9354	1	17036868	居酒屋	酒宵坂　仲りぃ	〒564-0051 大阪府 吹田市豊津町９－１６	
9379	9387	1	31622774	スナック	スナック夢	〒543-0052 大阪府 大阪市天王寺区 大道4-2-5ブルノーブルビル2階	
9461	9469	1	68953085	うどん	勝ち組本店	〒543-0001 大阪府 大阪市天王寺区 上本町6-3-31上本町ハイハイタウン地下1階	
9512	9520	1	87602274	スナック	カラオケスナック田	〒597-0033 大阪府 貝塚市 半田591-5	
9556	9564	1	74550420	カラオケ	カラオケピュアニ	〒572-0846 大阪府 寝屋川市 高宮栄町16-8	
9621	9629	1	36883022	居酒屋	しゅうまい天国	〒530-0034 大阪府 大阪市北区 錦町3番12号アウロラビル地下1階	
9635	9643	1	63329783	居酒屋	お2階居酒屋いちぼちゃん	〒534-0024 大阪府 大阪市都島区 東野田町2-2-2ワタヤラズベリービル2階	
9761	9769	1	91528781	スナック	スリーターキー	〒552-0004 大阪府 大阪市港区 夕凪2-18-6-301	
9775	9783	1	14057526	イタリア料理	鉄板食堂Te-SsaN	〒530-0055 大阪府 大阪市北区 野崎町6-1	
9786	9794	1	79566359	ラウンジ	LoungeTsuki	〒532-0011 大阪府 大阪市淀川区西中島3丁目19番17号	
9811	9819	1	50508047	カフェ・喫茶店	Jの空間	〒546-0043 大阪府 大阪市東住吉区 駒川3-4-5	
10000	10008	1	45676099	スナック	Club かおるん	〒559-0012 大阪府 大阪市住之江区 東加賀屋４丁目６番２４号サウスプラザ１階	
10075	10083	1	11956624	アジア料理	アノニマス	〒542-0083 大阪府 大阪市中央区 東心斎橋１丁目１７の１５ 丸清ビル５階B号	
10089	10097	1	19011777	BAR	BLACKRABBIT	〒542-0086 大阪府 大阪市中央区 西心斎橋2丁目4番8号　大喜ビル6F	
10195	10204	1	62033869	焼肉	TAJIRI Family 大阪住之江店	〒559-0024 大阪府 大阪市住之江区 新北島1-1-7 ビックドックプラザ2F	
10359	10368	1	67767842	居酒屋	1429餃子	〒542-0076 大阪府 大阪市中央区 難波１－３－１１	
10379	10388	1	60048100	カフェ・喫茶店	ｃａｆｅＳＡＫＵＲＡ	〒545-0014 大阪府 大阪市阿倍野区 西田辺町1-4-6　西田辺第二マンション1階	
10401	10410	1	34476376	スナック	スイトピィ	〒530-0003 大阪府 大阪市北区 堂島1-4-24堂島にしきビル5階	
10905	10914	1	66573154	BAR	ザ　スナック	〒572-0085 大阪府 寝屋川市 香里新町26-3レオンズビル603	
10940	10949	1	50504471	カフェ・喫茶店	一番地	〒534-0024 大阪府 大阪市都島区東野田町３丁目１１番６号	
10951	10960	1	57037340	スナック	からおけすぽっと　蛍	〒558-0023 大阪府 大阪市住吉区 山之内1丁目25-20	
10981	10990	1	37790538	ラーメン	希望軒　茨木郡山店	〒567-0066 大阪府 茨木市 下井町12-35	
10999	11008	1	24702325	鍋料理	四風	〒579-8036 大阪府 東大阪市鷹殿町19-2 大倉ビル１階	
11236	11246	1	29125213	居酒屋	立呑処　たもん	〒530-0041 大阪府 大阪市北区 天神橋２丁目北１番１４号	
11253	11263	1	14411586	中華料理	金牌黒鴨	〒556-0001 大阪府 大阪市浪速区 下寺2-6-19 ヴィラ松井ビル１F西側店舗	
11316	11326	1	42333745	アジア料理	大邱	〒583-0024 大阪府 藤井寺市 藤井寺1-1-17	
11334	11344	1	52041457	居酒屋	みけ猫	〒578-0982 大阪府 東大阪市 吉田本町3-14-21	
11343	11353	1	36460825	居酒屋	おおさか名物　カラオケ居酒屋　ゆっくり　れいむの部屋	〒557-0002 大阪府 大阪市西成区 太子２丁目２番２１号	
11422	11432	1	82423389	居酒屋	スタンド　つき	〒557-0001 大阪府 大阪市西成区 山王３-１８-１１	
11470	11480	1	45194273	居酒屋	俺の出番	〒557-0002 大阪府 大阪市西成区 太子２丁目２番１８号	
11512	11522	1	21762236	ラウンジ	メデリン	〒557-0031 大阪府 大阪市西成区鶴見橋１丁目１７番８号	
11544	11554	1	29218729	BAR	Bar勿忘	〒567-0816 大阪府 茨木市 永代町６－２４ー２F	
11600	11610	1	96782175	鉄板焼き屋	ラブワインなんば店	〒542-0076 大阪府 大阪市中央区 難波4-8-9	
11603	11613	1	38283644	BAR	T-BLACK	〒550-0027 大阪府 大阪市西区 九条1-25-9	
11650	11660	1	18242368	居酒屋	大阪みなとたこ焼き昌也	〒552-0011 大阪府 大阪市港区 南市岡3-11-25	
11653	11663	1	68458993	焼き鳥屋	炭火やきとりソワカ	〒531-0076 大阪府 大阪市北区 大淀中３丁目19-8	
11659	11669	1	67235082	スナック	ナイトイン ラブリーズ	〒532-0011 大阪府 大阪市淀川区 西中島4-8-30　第7やまよしビル5F	
11728	11738	1	27684175	スナック	志津	〒586-0017 大阪府 河内長野市 古野町14-1	
11772	11782	1	93222357	BAR	レストラン&バーＲ	〒540-0037 大阪府 大阪市中央区 内平野町2-4-5 内平野中央ビルB1F	
11789	11799	1	60796014	居酒屋	大心	〒597-0062 大阪府 貝塚市 澤653-1	
11793	11803	1	83537823	カラオケ	カラオケ奄美	〒595-0012 大阪府 泉大津市 北豊中町二丁目12-1	
11805	11815	1	66561561	お好み焼	江戸川	〒563-0055 大阪府 池田市 菅原町2-15	
11809	11819	1	15897069	居酒屋	和ケ屋	〒558-0014 大阪府 大阪市住吉区 我孫子3-6-16	
11810	11820	1	58621335	カフェ・喫茶店	しあわせ歌くらぶゆみか	〒571-0017 大阪府 門真市 四宮2-1-23	
11859	11869	1	66465167	その他	AMボルゾー	〒542-0063 大阪府 大阪市中央区 東平2丁目2番7号　メゾンルミエール101号室	
11862	11872	1	93724940	居酒屋	カラオケ ニュー あなば	〒532-0024 大阪府 大阪市淀川区 十三本町２丁目１番６号 京ちゃん本舗 ２階	
11885	11895	1	36007651	居酒屋	兼蔵	〒573-1152 大阪府 枚方市 招提中町2-8-16	
11906	11916	1	77234478	スナック	ラウンジ　シュアーブ	〒532-0002 大阪府 大阪市淀川区 東三国5-7-4 オークフロント105号	
11945	11955	1	93320807	スナック	カラオケ喫茶　さつき	〒572-0801 大阪府 寝屋川市寝屋１丁目３２－３３	
11960	11970	1	20253812	カフェ・喫茶店	cafe＆kitchenてらす	〒590-0522 大阪府 泉南市 信達牧野977-1	
11963	11973	1	30228762	和食	串揚げキッチンだん十三店	〒532-0023 大阪市 淀川区十三東 2-9-14第一ビル１F	
11990	12000	1	42040619	中華料理	食膳軒	〒530-0026 大阪府 大阪市北区 神山町9-16山名ビル2f	
11992	12002	1	98526347	BAR	Gacha2	〒530-0002 大阪府 大阪市北区 曽根崎新地1丁目6番26号大森ビル1階	
11997	12007	1	22289330	ラウンジ	lounge RAGA	〒594-0031 大阪府 和泉市 伏屋町3-23-1	
12049	12059	1	58681480	BAR	Spice	〒578-0921 大阪府 東大阪市 水走5-5-45	
12157	12167	1	55251692	スナック	やまと	〒542-0075 大阪府 大阪市中央区 難波千日前1-22日宝河原町会館1階	
12167	12177	1	70354528	居酒屋	居酒屋如月	〒567-0851 大阪府 茨木市 真砂３丁目１０番２３号メゾンライトコア1階	
12188	12198	1	50493354	鉄板焼き屋	okonomi	〒542-0083 大阪府 大阪市中央区 東心斎橋1-4-29東心斎橋ビル	
12211	12221	1	86080373	洋食（オムライス等）	おむらいす屋	〒530-0041 大阪府 大阪市北区 天神橋3丁目1-2 正司ビル101	
12213	12223	1	14679245	寿司屋	福寿司	〒547-0043 大阪府 大阪市平野区 平野東1-7-1	
12253	12263	1	67765653	イタリア料理	壁の穴　フレスト香里園	〒572-0084 大阪府 寝屋川市 香里南之町19-17 フレスト香里園	
12304	12314	1	53686176	スナック	ルーナ	〒542-0083 大阪府 大阪市中央区 東心斎橋２丁目４番６号さよかビル４階	
12324	12334	1	88267509	お好み焼	たこ焼き　鉄板焼　やーまん	〒551-0003 大阪府 大阪市大正区 千島3-20-8	
12390	12400	1	59930981	スナック	ちょこっと	〒5810085 大阪府 八尾市安中町４丁目４－９	
12402	12412	1	71819611	居酒屋	居酒屋えべっさん食堂	〒542-0081 大阪府 大阪市中央区 南船場1-13-15	
12413	12423	1	20317934	スナック	ニコルクラブ	〒570-0028 大阪府 守口市 本町1-2-12エモンビル5F	
12414	12424	1	21491812	その他	はちきゅう	〒562-0043 大阪府 箕面市 桜井2-10-23	
12447	12457	1	74832787	スナック	カラオケ　スナック　エミハウス	〒550-0004 大阪府 大阪市西区 靱本町3-10-21	
12453	12463	1	80673053	和食	京	〒542-0076 大阪府 大阪市中央区 難波４丁目６番１５号南地横丁	
12463	12473	1	38174012	カラオケ	むらさき	〒583-0024 大阪府 藤井寺市春日丘１丁目 ８番１５号	
12517	12527	1	45402809	居酒屋	三輪	〒545-0053 大阪府 大阪市阿倍野区 松崎町2-3-53川上ビル地下１階	
12520	12530	1	95629252	BAR	ラウンジジェラード	〒581-0003 大阪府 八尾市 本町7丁目10-17クリスタルプラザ1階	
12524	12534	1	41032461	スナック	カラオケねね	〒557-0055 大阪府 大阪市西成区 千本南１－１５－９スウィングプラザ２０３	
12561	12571	1	24089682	居酒屋	競Bar	〒542-0075 大阪府 大阪市中央区 難波千日前6-5音楽ビル5F	
12565	12575	1	92313958	スナック	スナックかおり	〒581-0003 大阪府 八尾市 本町7-11-6-1B	
12591	12601	1	22334454	アジア料理	Tinh Yeu Chan That（真実の愛）	〒530-0047 大阪府 大阪市北区西天満6丁目6番17号	
12599	12609	1	57866085	スナック	明子	〒542-0083 大阪府 大阪市中央区 東心斎橋2丁目3番32号サンプラザ123寿楽ビル5階	
12606	12616	1	45553213	居酒屋	六本木	〒557-0001 大阪府 大阪市西成区山王３丁目１１番８号	
12627	12637	1	35908867	カラオケ	カラオケスタジオ此処	〒554-0002 大阪府 大阪市此花区 伝法5-7-1	
12630	12640	1	88900957	BAR	356	〒532-0024 大阪府 大阪市淀川区 十三本町1-1-13	
12647	12657	1	12562414	居酒屋	居酒屋　SOーSO	〒554-0014 大阪府 大阪市此花区 四貫島2-2-3	
12693	12703	1	44848920	カフェ・喫茶店	つらら乃森	〒540-0002 大阪府 大阪市中央区 大阪城３－１　JO-TERRACE　OSAKA　E棟　２Ｆ	
12702	12712	1	82271244	居酒屋	福来樓　ふくろう	〒536-0001 大阪府 大阪市城東区 古市2丁目21-19	
12716	12726	1	91295002	居酒屋	ゆう	〒551-0012 大阪府 大阪市大正区 平尾2-23-17平尾コーポ1階	
12740	12750	1	66632096	BAR	NOSTALGIC BAR PON	〒577-0057 大阪府 東大阪市 足代新町8-4 愛染小路内	
12774	12784	1	12842991	居酒屋	わっしょい祭屋	〒557-0002 大阪府 大阪市西成区 太子2-4-7	
12802	12812	1	99848545	ファミリーレストラン	カウボーイ家族大阪ドームシティ店	〒550-0023 大阪府 大阪市西区 千代崎3丁目南2-14	
12805	12815	1	66836631	スナック	トライアングル	〒570-0028 大阪府 守口市 本町1-2-12エモンビル3F	
12822	12832	1	24046020	洋食（オムライス等）	Porte	〒550-0011 大阪府 大阪市西区 阿波座１－９－１８　エトワール阿波座1階	
12825	12835	1	59855025	アジア料理	韓国屋台ポチャあそこ	〒542-0083 大阪府 大阪市中央区 東心斎橋2-1-11-1F	
12837	12847	1	20546134	天ぷら屋	天ぷら串　ワイン　SabuRo_	〒543-0001 大阪府 大阪市天王寺区 上本町6丁目3番31号　うえほんちハイハイタウンB1F	
12860	12870	1	53170243	カラオケ	サンマルコ	〒582-0001 大阪府 柏原市 本郷５丁目４番３号	
12879	12889	1	47437944	スナック	fairy	〒581-0004 大阪府 八尾市 東本町3-7-18サンライフビル205	
12895	12905	1	51080376	スナック	わがまま	〒544-0001 大阪府 大阪市生野区 新今里3丁目9番10号ダイコーパパスビル1階	
12914	12924	1	96483133	スナック	ラウンジ佳芽	〒542-0085 大阪府 大阪市中央区 心斎橋筋2-2-10新日本三ツ寺ビル2階	
12917	12927	1	99418053	居酒屋	お好み焼き　花	〒538-0037 大阪府 大阪市鶴見区 焼野2南7-8	
12928	12938	1	19861309	居酒屋	居酒屋なっちゃん	〒561-0831 大阪府 豊中市 庄内東町２丁目６－７	
12933	12943	1	60843036	スナック	Ｂａｌｏｃｃｏ	〒532-0011 大阪府 大阪市淀川区西中島4丁目7番3号	
12971	12981	1	65302614	居酒屋	大吉久米田店	〒596-0812 大阪府 岸和田市 大町４４１番２号	
13130	13140	1	22231495	BAR	Bar Seven	〒542-0072 大阪府 大阪市中央区 高津2丁目1-8　高津フェスタビル　101	
13143	13153	1	48595086	スナック	Dion	〒542-0084 大阪府 大阪市中央区 宗右衛門町5-26宗右衛門町第1ビル601	
13227	13237	1	35527359	鉄板焼き屋	お好み鉄板焼あわちゃん	〒618-0013 大阪府 三島郡島本町 江川1-23-4	
13241	13251	1	63089699	スナック	スナックみさ	〒573-0028 大阪府 枚方市 川原町2-20	
13256	13266	1	16511691	中華料理	台湾酒家　人来鳳	〒590-0971 大阪府 堺市堺区 栄橋町1-7-3	
13277	13287	1	37173610	居酒屋	げそ	〒532-0011 大阪府 大阪市淀川区 西中島５丁目１６番１号　ＪＲ新大阪駅１階　味の小路	
13308	13318	1	49552498	居酒屋	浜焼太郎瓢箪山店	〒579-8053 大阪府 東大阪市 四条町1-17	
13372	13383	1	50578357	BAR	ARAIRA2	〒561-0831 大阪府 豊中市 庄内東町2-2-8牧酒業ビル2F	
13395	13406	1	55377170	居酒屋	韓国スタンド ファイティン アジョシ	〒545-0053 大阪府 大阪市阿倍野区 松崎町2-3-53	
13416	13427	1	13660309	居酒屋	飲み屋さんNana	〒532-0006 大阪府 大阪市淀川区 西三国4-9-16三国明和ビル1F	
13461	13472	1	76138329	BAR	シュエット	〒530-0002 大阪府 大阪市北区曽根崎新地１丁目５番４号	
13524	13535	1	56951825	カラオケ	カラオケ風' Ｂoo	〒580-0016 大阪府 松原市 上田7-5-17	
13531	13543	1	86560445	スナック	Calla	〒550-0027 大阪府 大阪市西区 九条1-6-14 ジョイフル1番館3F	
13556	13568	1	12158007	焼き鳥屋	鶏や　坂本	〒561-0831 大阪府 豊中市庄内東町一丁目 6番9号	
13622	13634	1	93386649	居酒屋	笑顔	〒557-0001 大阪府 大阪市西成区 山王2丁目15番11号ＦＫハイツ1階	
13623	13635	1	44001594	ステーキハウス	神戸牛あかぎ屋　心斎橋北店	〒542-0081 大阪府 大阪市中央区 南船場3-5-28	
13713	13726	1	92640241	BAR	BAR B and B	〒553-0003 大阪府 大阪市福島区 福島5-12-14コーポ福島106	
13754	13767	1	20238595	その他	さち音	〒530-0041 大阪府 大阪市北区 天神橋4-2-7天満松栄会館405	
13781	13794	1	89805453	BAR	山伊	〒596-0113 大阪府 岸和田市 河合町171-1	
13785	13798	1	55456014	焼肉	くいや支店	〒557-0051 大阪府 大阪市西成区 橘1-13-15	
13835	13848	1	96028606	焼き鳥屋	吉鳥鴫野店	〒536-0014 大阪府 大阪市城東区 鴫野西２－１０－１２	
13843	13856	1	70900632	居酒屋	おお喰らいふくすけ	〒578-0924 大阪府 東大阪市 吉田1-2-22	
13873	13886	1	68972550	ラーメン	サバ6製麺所新町店	〒550-0013 大阪府 大阪市西区 新町1-7-3	
13897	13910	1	98739244	スナック	vintage	〒542-0083 大阪府 大阪市中央区 東心斎橋１丁目１５番１１号　日宝周防町エレガンス３階	
13915	13928	1	74958956	カフェ・喫茶店	カラオケ酒場多喜ちゃん	〒571-0054 大阪府 門真市 浜町10-1	
13930	13943	1	80677642	カフェ・喫茶店	不純喫茶トマンナヨ	〒530-0027 大阪府 大阪市北区 堂山町８－１２　３F	
13932	13945	1	50214165	居酒屋	Bar  MUSE	〒530-0047 大阪府 大阪市北区 西天満6丁目2-14-B4	
13949	13962	1	98428747	お好み焼	お好み焼き夕月	〒597-0105 大阪府 貝塚市 三ツ松2201	
13955	13968	1	71341278	カラオケ	etoile	〒542-0083 大阪府 大阪市中央区東心斎橋２丁目７番２２号	
13960	13973	1	53312347	スナック	Night Space Q	〒553-0007 大阪府 大阪市福島区 大開1-15-32-406	
13968	13981	1	66302543	居酒屋	カラオケ居酒屋ともだち	〒583-0024 大阪府 藤井寺市 藤井寺３丁目５番８号	
13973	13986	1	35853936	ラウンジ	らうんじ夢乃	〒530-0002 大阪府 大阪市北区 曽根崎新地１－５－２	
13989	14002	1	24775767	和食	酒菜や　いしもん　西中島店	〒532-0011 大阪府 大阪市淀川区 西中島4-7-12 新大阪スターハイツ1F	
14009	14022	1	40547369	スナック	ラウンジ羽紫	〒555-0033 大阪府 大阪市西淀川区 姫島１丁目２０番１３号	
14014	14027	1	60398850	BAR	BAR Bacchus	〒542-0083 大阪府 大阪市中央区東心斎橋２丁目４番１９号	
14022	14035	1	63829102	焼き鳥屋	国産炭火焼鳥和気あいあい	〒544-0013 大阪府 大阪市生野区 巽中２丁目２５番８号	
14036	14049	1	74346795	居酒屋	Seoul food kokoro	〒538-0044 大阪府 大阪市鶴見区 放出東３丁目２１番６６号	
14041	14054	1	16308481	その他	チヂミ	〒558-0011 大阪府 大阪市住吉区 苅田5-14-18	
14105	14118	1	44422073	スナック	光州	〒530-0041 大阪府 大阪市北区 天神橋４丁目１０番７号　天神橋ナポリビル　６階	
14152	14165	1	74023215	スナック	スナック凛	〒573-0064 大阪府 枚方市 北中振3丁目25-20中尾ビルB1	
14156	14169	1	66407872	居酒屋	奥のほそ道	〒571-0066 大阪府 門真市 幸福町11-2三愛ビル1階	
14163	14176	1	68011057	スナック	snack kei	〒575-0032 大阪府 四條畷市 米崎町14-1	
14190	14203	1	50029277	BAR	デュエット	〒542-0082 大阪府 大阪市中央区 島之内2丁目11番12号	
14203	14216	1	70414195	ラウンジ	ＭＥＭＯＲＹ	〒542-0083 大阪府 大阪市中央区 東心斎橋2-5-4	
14226	14239	1	84565551	その他	P3	〒542-0085 大阪府 大阪市中央区心斎橋筋2丁目2番10号	
14242	14255	1	93338530	居酒屋	安土	〒550-0002 大阪府 大阪市西区 江戸堀1-23-3	
14244	14257	1	13818294	居酒屋	吉田加工所	〒544-0031 大阪府 大阪市生野区 鶴橋2-7-16	
14256	14269	1	35168909	スナック	ウインク	〒590-0944 大阪府 堺市堺区 櫛屋町東2-2-27ぺぱーみんとプラザ101	
14271	14284	1	58351263	焼肉	千一夜	〒557-0021 大阪府 大阪市西成区 北開1-3-17	
14296	14309	1	72298948	スナック	チェル	〒598-0046 大阪府 泉佐野市 羽倉崎1-1-5	
14298	14311	1	84308473	ラウンジ	ラウンジ美鈴	〒577-0067 大阪府 東大阪市 高井田西6-3-2	
14319	14332	1	99729842	BAR	ラウンジZOO	〒532-0024 大阪府 大阪市淀川区十三本町１丁目１７番２５号	
14334	14347	1	10664976	鍋料理	活ふぐ吉	〒550-0023 大阪府 大阪市西区 千代崎2-23-9サンライズ千代崎1階	
14345	14358	1	71657668	居酒屋	精進　眞田丸	〒543-0014 大阪府 大阪市天王寺区 玉造元町6-5 1F	
14391	14405	1	82177124	和食	エミズキッチン	〒530-0003 大阪府 大阪市北区 堂島1-2-25天野ビル４階	
14404	14418	1	15226289	カフェ・喫茶店	RINKA	〒542-0083 大阪府 大阪市中央区東心斎橋２丁目３番１３号	
14415	14429	1	73378462	BAR	Cure	〒530-0003 大阪府 大阪市北区 堂島1-3-29日宝新地レジャービル3F	
14418	14432	1	77133593	居酒屋	居酒屋大宮	〒535-0002 大阪府 大阪市旭区 大宮４丁目６番７号	
14441	14455	1	60691365	焼き鳥屋	鳥二郎お初天神店	〒530-0057 大阪府 大阪市北区 曽根崎2-5-20西棟２Fお初天神ビル	
14466	14480	1	80572825	カフェ・喫茶店	Cafe&BarTAG.	〒584-0005 大阪府 富田林市 喜志町3丁目7ー28ユーコート21  102号室	
14487	14501	1	36736722	中華料理	逸香園	〒542-0082 大阪府 大阪市中央区 島之内2-13-31	
14535	14549	1	37323272	BAR	Lee	〒552-0016 大阪府 大阪市港区三先2丁目13番22号	
14538	14552	1	66835797	カラオケ	カラオケ喫茶花	〒595-0044 大阪府 泉大津市 河原町６番２２号	
14540	14554	1	11613254	クラブ	アステリア	〒542-0083 大阪府 大阪市中央区 東心斎橋２丁１番１４号ぼたんビル５階	
14565	14579	1	52318174	BAR	ARASHI	〒542-0074 大阪府 大阪市中央区 千日前２丁目６番８号ゴールデンフタバプラザ３０１号	
14603	14617	1	46921575	BAR	DORONJO	〒530-0002 大阪府 大阪市北区 曽根崎新地1-7-4石田ビル4階	
14609	14623	1	35455637	カラオケ	カラオケ喫茶　ケイ	〒572-0051 大阪府 寝屋川市 高柳2丁目29番地10号	
14645	14659	1	88346764	BAR	JET	〒532-0003 大阪府 大阪市淀川区 宮原5-6-6　新大阪第2ダイヤモンドマンション102	
14666	14680	1	51222957	居酒屋	隠れＢＡＲみんごろ	〒557-0002 大阪府 大阪市西成区 太子１－１５－３	
14703	14717	1	17495409	おでん屋	北新地わか芽	〒530-0003 大阪府 大阪市北区 堂島1-2-23 田園ビルB1	
14712	14726	1	24665604	居酒屋	鳥二郎道頓堀店	〒542-0071 大阪府 大阪市中央区 道頓堀1-10-7 ぼんちビル4F	
14714	14728	1	87504608	カラオケ	カラオケスタンド啓	〒567-0815 大阪府 茨木市 竹橋町1-22 川上ビル1階	
14756	14770	1	55820234	カラオケ	カラオケ喫茶	〒547-0012 大阪府 大阪市平野区長吉六反２丁目５番１３号	
