通し番号	作業番号	作業ファイル	申込番号	店舗種別	施設名称	施設所在地	施設ホームページURL
1217	1220	1	75811593	スナック	ムーンジュエリー	〒577-0002 大阪府 東大阪市稲田上町 1丁目2ー19ラブリーひらやま401	
1242	1245	1	82659779	居酒屋	おかあさん	〒558-0056 大阪府 大阪市住吉区 万代東 2-2-24	
1256	1259	1	83974523	居酒屋	居酒屋北信太	〒594-0003 大阪府 和泉市 太町61-5	
1258	1261	1	48968464	居酒屋	居酒屋福ちゃん	〒595-0071 大阪府 泉大津市助松町1丁目539-13	
1308	1311	1	16039682	イタリア料理	Trattoria LOGIC 大阪	〒556-0021 大阪府 大阪市浪速区 幸町1-2-1	
1314	1317	1	48566216	居酒屋	難波千日前ハラミノカミサマ	〒542-0075 大阪府 大阪市中央区 難波千日前4-5	
1321	1324	1	65059659	居酒屋	夢道	〒577-0803 大阪府 東大阪市下小阪５丁目 4-16	
1322	1325	1	49953916	居酒屋	ままや	〒580-0021 大阪府 松原市 高見の里4-4-40	
1327	1330	1	50456923	BAR	ＢＡＭＢＯＯ	〒542-0083 大阪府 大阪市中央区東心斎橋1丁目15番11号	
1328	1331	1	20208581	和食	カフェ・ド・ペラゴロ　堺北花田店	〒591-8008 大阪府 堺市北区 東浅香山町4-1-12イオンモール堺北花田2F	
1338	1341	1	91246459	BAR	Dining bar Lien	〒542-0085 大阪府 大阪市中央区心斎橋筋２丁目２番１０号	
1359	1362	1	57953740	スナック	デッカ	〒543-0002 大阪府 大阪市天王寺区 上汐３丁目６番３１号	
1375	1378	1	46608439	居酒屋	たけんとこ	〒574-0032 大阪府 大東市 栄和町13-4-104	
1384	1387	1	29706861	BAR	CLIP	〒545-0021 大阪府 大阪市阿倍野区阪南町１丁目５０番３号	
1427	1430	1	87791411	居酒屋	三代目　わっしょい	〒590-0811 大阪府 堺市堺区 南陵町1ー2ー12	
1435	1438	1	93808249	中華料理	中国料理　福華酒家	〒542-0074 大阪府 大阪市中央区 千日前2-4-12	
1461	1464	1	91216630	BAR	BAR GOODHOPE	〒556-0022 大阪府 大阪市浪速区 桜川  2-5-29  昭和ビル  102	
1462	1465	1	66054600	スナック	ラウンジシャン　2代目	〒580-0021 大阪府 松原市 高見の里4-5-36 208号	
1486	1489	1	44662703	洋食（オムライス等）	ニュー松坂	〒590-0820 大阪府 堺市堺区高砂町 1-8-1	
1516	1519	1	82645402	居酒屋	ニコノトナリ	〒530-0041 大阪府 大阪市北区 天神橋1-18-27　天神ビル1階	
1552	1555	1	44639720	ラウンジ	Members Cloud	〒542-0084 大阪市 中央区宗右衛門町 2番23号	
1555	1558	1	59173384	和食	日本料理うかむ瀬	〒530-0003 大阪府 大阪市北区 堂島1-2-7	
1569	1572	1	72470960	居酒屋	北前そば　高田屋心斎橋店	〒541-0059 大阪府 大阪市中央区 博労町4-2-15　ヨドコウ第2ビル　B-1	
1570	1573	1	67121922	居酒屋	食事処・居酒屋｢わっちゃん｣	〒599-8236 大阪府 堺市中区 深井沢町3333	
1581	1584	1	29374589	スナック	Rose	〒577-0801 大阪府 東大阪市 小阪2-15-6 キングスプラザビル3F	
1594	1597	1	65534094	BAR	Micbarちゃんたろ	〒598-0037 大阪府 泉佐野市 羽倉崎上町1-4-44	
1618	1621	1	77555275	ラーメン	しじみラーメ Shi43屋	〒542-0085 大阪府 大阪市中央区 心斎橋筋2-2-31迎賓館ビル2階	
1626	1629	1	81276062	BAR	あそびBAR　glamorous	〒542-0084 大阪府 大阪市中央区 宗右衛門町2-31　日宝キャリアプラザ5階	
1674	1677	1	62319894	居酒屋	地鶏創作料理蓮	〒544-0033 大阪府 大阪市生野区 勝山北2丁目16-19	
1718	1721	1	10525737	スナック	ヴューナス	〒544-0031 大阪府 大阪市生野区 鶴橋2-8-7 シルクロード壱番館6階6A	
1724	1727	1	64385872	BAR	Bazooka Channel	〒542-0083 大阪府 大阪市中央区 東心斎橋１丁目１９番８号日宝プロムナード心斎橋６階	
1726	1729	1	72357333	和食	和食レストラン ０６（レイロック）	〒572-0837 大阪府 寝屋川市 早子町2-20	
1743	1746	1	58208897	スナック	ラウンジフェアリー	〒591-8043 大阪府 堺市北区 北長尾町4-1-24	
1761	1764	1	42905549	ステーキハウス	ステーキリバーべ寺田町店	〒543-0045 大阪府 大阪市天王寺区 寺田町2-4-12	
1762	1765	1	53199935	BAR	KIRIVE	〒534-0024 大阪府 大阪市都島区 東野田町3丁目１１番１６号　3階	
1773	1776	1	55983905	居酒屋	立ち呑みまさ　徳庵駅前本店	〒577-0002 大阪府 東大阪市 稲田上町1-3-24渋谷ビルA-1F	
1802	1806	1	50421551	スナック	RunRun	〒553-0005 大阪府 大阪市福島区野田３丁目６番１９号	
1827	1831	1	69707714	BAR	.Darts Bar MiyaG-Style	〒583-0024 大阪府 藤井寺市 藤井寺1－4－13　沖本ビル2階	
1872	1876	1	57088010	BAR	Baby-Hearts Bar1965	〒573-0032 大阪府 枚方市 岡東町12-3サンプラザ3号館B1F	
1905	1909	1	91348440	居酒屋	まつもと	〒544-0033 大阪府 大阪市生野区 勝山北1-7-10	
1918	1922	1	85015557	BAR	モンキートレイン	〒545-0052 大阪府 大阪市阿倍野区 阿倍野筋3丁目8-15	
1939	1943	1	39940452	スナック	スナック だるま	〒584-0032 大阪府 富田林市 常盤町6-13	
1975	1979	1	20096972	居酒屋	ゆうげ	〒573-1196 大阪府 枚方市 中宮本町24番7号	
2005	2009	1	64609902	BAR	Bar Baden2	〒550-0013 大阪府 大阪市西区 新町1-8-9TAMTAMビル2階	
2008	2012	1	33193512	アジア料理	韓国料理焼肉マダン	〒598-0091 大阪府 泉南郡田尻町 嘉祥寺655-8	
2010	2014	1	16140197	BAR	志en	〒542-0083 大阪府 大阪市中央区 東心斎橋2-1-11 ノーブル八幡筋　5階	
2012	2016	1	69210898	イタリア料理	クラブ・コントラーダ	〒596-0073 大阪府 岸和田市 岸城町7-22二の丸広場観光交流センター内	
2033	2037	1	23331235	BAR	bar Dear.	〒561-0831 大阪府 豊中市 庄内東町2-3-11第２サンライズビル212号室	
2065	2069	1	56112750	中華料理	杏厨-アンズキッチン-	〒550-0013 大阪府 大阪市西区 新町1-8-8	
2084	2088	1	99249548	BAR	CAFE&SPORTS&BAR aaR	〒577-0818 大阪府 東大阪市 小若江4-13-9	
2088	2092	1	40469780	スナック	Member's Lee	〒557-0031 大阪府 大阪市西成区 鶴見橋１丁目１番８号志ビル８F	
2091	2095	1	78381252	居酒屋	旬菜酒場鉄板焼きしげの亭	〒589-0021 大阪府 大阪狭山市 今熊6丁目354	
2102	2106	1	77672983	スナック	ミニラウンジチャップリン	〒564-0027 大阪府 吹田市 朝日町2番B108番1号吹田さんくす２番館	
2110	2114	1	72357914	居酒屋	あらえびす	〒530-0002 大阪府 大阪市北区 曽根崎新地１丁目３番３７号　２階	
2208	2212	1	59837737	スナック	U-NO	〒563-0032 大阪府 池田市 石橋1-1-11	
2220	2224	1	56610063	居酒屋	焼味尽本舗	〒530-0017 大阪府 大阪市北区 角田町９－２６新梅田食道街２階Ｂ－7	
2236	2240	1	75740740	洋食（オムライス等）	THE BRIDGE	〒542-0076 大阪府 大阪市中央区 難波5丁目1番60号	
2252	2256	1	71715763	洋食（オムライス等）	HINAYA	〒544-0015 大阪府 大阪市生野区巽南５丁目１５番１７号	
2285	2289	1	69394816	イタリア料理	Pizzeria Suonare	〒569-1123 大阪府 高槻市 芥川町１－１４－２７ミドリビル1Ｆ	
2338	2342	1	84621166	和食	中川家のからあげ	〒561-0834 大阪府 豊中市 庄内栄町1丁目7番1号	
2340	2344	1	73544794	BAR	Tres	〒598-0055 大阪府 泉佐野市 若宮町３ー１８	
2359	2363	1	13923491	居酒屋	中佐食堂	〒577-0002 大阪府 東大阪市 稲田上町1-22-19	
2366	2370	1	64745271	居酒屋	ナイーズ	〒545-0053 大阪府 大阪市阿倍野区 松崎町3-17-4エバーグリーンハイツ101	
2381	2385	1	93322468	スナック	すなっく　MISA	〒583-0856 大阪府 羽曳野市 白鳥１－１－４杉村ハイツ1F	
2442	2446	1	99917075	BAR	晴空	〒562-0043 大阪府 箕面市 桜井２ー１９ー２５	
2471	2475	1	98814813	居酒屋	居酒屋　美美	〒557-0002 大阪府 大阪市西成区 太子2-1-2居酒屋美美	
2479	2483	1	97749794	居酒屋	カラオケ居酒屋ゆづる	〒557-0001 大阪府 大阪市西成区 山王3丁目21-19	
2519	2523	1	45608601	居酒屋	れん食堂	〒594-0004 大阪府 和泉市 王子町2-1-47 A-102	
2522	2526	1	96111354	焼肉	ラ・コギ	〒573-0112 大阪府 枚方市 尊延寺835	
2567	2571	1	18307332	BAR	ツバメ商店	〒533-0033 大阪府 大阪市東淀川区 東中島1-9-31スリーデイズ新大阪1階	
2601	2605	1	93806668	居酒屋	居酒屋T.K.N.C	〒571-0057 大阪府 門真市 元町15-3	
2609	2613	1	92973668	カラオケ	Tiki	〒591-8002 大阪府 堺市北区 北花田町4-89-67	
2614	2618	1	45775276	スナック	けせらせら	〒567-0821 大阪府 茨木市末広町３－３３　末広ビル２Ｆ	
2635	2639	1	26254494	焼き鳥屋	炭旬　谷町四丁目店	〒540-0012 大阪府 大阪市中央区 谷町3-2-13 吉岡ビル1F	
2642	2646	1	26743708	カフェ・喫茶店	珈琲工房ミルズカフェ	〒558-0004 大阪府 大阪市住吉区 長居東3丁目4-21	
2655	2659	1	87855033	BAR	ShotBar B.B.B	〒542-0083 大阪府 大阪市中央区 東心斎橋2丁目8番23号	
2719	2723	1	30847085	中華料理	餃子の王将南海高石店	〒592-0014 大阪府 高石市 綾園1?10-115	
2764	2768	1	22114284	焼肉	Sumiyakiさんぽ	〒597-0081 大阪府 貝塚市 麻生中993	
2772	2776	1	99717497	カフェ・喫茶店	うさぎカフェ	〒530-0015 大阪府 大阪市北区 中崎西4-2-14　うさぎカフェ	
2787	2791	1	64505504	スナック	のんべえ	〒530-0003 大阪府 大阪市北区 堂島1丁目3番29号	
2788	2792	1	41398574	居酒屋	カラオケ居酒屋なな	〒572-0080 大阪府 寝屋川市 香里北之町３－８	
2796	2800	1	13531841	和食	京橋ちくも	〒534-0024 大阪府 大阪市都島区 東野田町2-2-3	
2802	2806	1	12232372	その他	縁　-enishi-	〒583-0861 大阪府 羽曳野市 西浦1-2-19	
2819	2823	1	73832081	BAR	Best Wishes	〒550-0004 大阪府 大阪市西区 靱本町1-14-11 RE-014 1F	
2858	2862	1	78531812	ラウンジ	Club Seasons	〒541-0045 大阪府 大阪市中央区 道修町2-4-3 ジェイプライド北浜ビル2階	
2865	2869	1	64858959	スナック	デジャヴドュ	〒563-0032 大阪府 池田市 石橋１丁目１ー１１　MKビル３階	
2908	2913	1	49600301	居酒屋	創作和食居酒屋　彩祭	〒541-0054 大阪府 大阪市中央区 南本町1-5-22	
2935	2940	1	45359591	とんかつ屋	とんかつ薩摩	〒530-0011 大阪府 大阪市北区 大深町1-1-8F	
2955	2960	1	71280235	その他	Waphiyapi	〒547-0013 大阪府 大阪市平野区 長吉長原東1-1-8 プランドール長原101	
2962	2967	1	75394905	居酒屋	創旬	〒532-0002 大阪府 大阪市淀川区 東三国4-18-9　福田文化1Ｆ	
2970	2975	1	53329063	お好み焼	お好み焼き　志のぶ	〒578-0924 大阪府 東大阪市 吉田7丁目3-39	
3017	3022	1	16602325	スナック	カラオケ聖子	〒571-0062 大阪府 門真市 宮野町６番８号	
3020	3025	1	11517973	スナック	OWL	〒542-0085 大阪府 大阪市中央区 心斎橋筋2丁目2-2畳屋町プラス1ビル6階6号	
3031	3036	1	93467366	BAR	トロピカルダンディ	〒551-0012 大阪府 大阪市大正区 平尾5-16-2	
3098	3103	1	45575661	BAR	ＣＡＰＳＵＬＥ	〒530-0027 大阪府 大阪市北区 堂山町8-18 マツモトレジャービル207	
3122	3127	1	44884652	ラウンジ	Diva	〒542-0083 大阪府 大阪市中央区 東心斎橋2-1-14 ぼたんビル4階　全号室	
3138	3143	1	21292388	カラオケ	となり	〒566-0034 大阪府 摂津市香露園２１－２	
3144	3149	1	23962742	BAR	MOAI THE BAR	〒530-0027 大阪府 大阪市北区 堂山町8-18 マツモトレジャービル410	
3222	3227	1	23278505	スナック	PLAZA	〒537-0014 大阪府 大阪市東成区 大今里西3-17-6	
3230	3235	1	54392888	お好み焼	佳門	〒595-0015 大阪府 泉大津市 二田町1-15-31	
3241	3246	1	84897020	スナック	カサブランカ	〒558-0003 大阪府 大阪市住吉区 長居2-12-8 Fnネオプラザ長居201	
3257	3262	1	51726824	スナック	ありんこ	〒561-0832 大阪府 豊中市 庄内西町３丁目３－１ サンライズビル２Ｆ	
3300	3305	1	49994281	居酒屋	居酒屋　やまもと	〒542-0074 大阪府 大阪市中央区 千日前1-6-8的場ビルB1	
3304	3309	1	18490824	串かつ屋	串かざり	〒534-0025 大阪府 大阪市都島区 片町2-6-13京橋サウスビルB1	
3318	3323	1	90986102	スナック	chouette シュエット	〒530-0041 大阪府 大阪市北区 天神橋4丁目10番5号	
3339	3344	1	78346617	BAR	ティアラ	〒592-0014 大阪府 高石市 綾園1-1-26-202	
3350	3355	1	11998979	カラオケ	カラオケ大門	〒577-0057 大阪府 東大阪市 足代新町8-11	
3363	3368	1	61765489	スナック	Luana	〒569-0071 大阪府 高槻市 城北町2丁目3-20ホワイト高槻401	
3391	3396	1	36199454	スナック	HanaHana	〒542-0084 大阪府 大阪市中央区 宗右衛門町２番２３号　グリーンハウスビル　地下１階	
3405	3410	1	31358028	イタリア料理	Nostalgia dell'Italia	〒560-0053 大阪府 豊中市向丘 3-11-49	
3410	3415	1	46329471	スナック	かりんとう	〒530-0053 大阪府 大阪市北区 末広町3-29　扇広ビル5階	
3413	3418	1	79634278	スナック	さくら	〒571-0030 大阪府 門真市 末広町３８番２７号クリスタルビル３階３０４号室	
3486	3491	1	76526737	スナック	ノンナ	〒561-0833 大阪府 豊中市 庄内幸町2-28-18	
3495	3500	1	89866240	スナック	スナックnewコスモス	〒572-0824 大阪府 寝屋川市 萱島東１丁目１５-１４	
3503	3508	1	94226271	スナック	ファンタジー	〒550-0015 大阪府 大阪市西区南堀江４丁目１６番１１号	
3508	3513	1	14599410	スナック	Dune	〒559-0005 大阪府 大阪市住之江区西住之江２丁目１番２３号	
3527	3532	1	23768599	スナック	スナックカトレア	〒565-0816 大阪府 吹田市 長野東16-5フェスタ千里丘403号	
3554	3559	1	97240572	BAR	Tomarigi	〒530-0002 大阪府 大阪市北区 曽根崎新地1-6-19床喜代ビル3F	
3561	3566	1	22997742	スナック	シャンティー	〒563-0032 大阪府 池田市 石橋2-2-3第2サンビル三階	
3570	3575	1	80094806	BAR	えーす	〒573-0064 大阪府 枚方市 北中振３丁目２３－２３　光善寺ビル２Ｆ	
3750	3757	1	45005988	とんかつ屋	とんかつ上善	〒567-0851 大阪府 茨木市 真砂1丁目１２－３１	
3775	3782	1	48324778	スナック	スナック　京	〒577-0057 大阪府 東大阪市 足代新町5-4シーツービル401号室	
3786	3793	1	62207081	アジア料理	無国籍食堂	〒563-0023 大阪府 池田市 井口堂1-13-6サンパレス１F	
3813	3820	1	98976464	寿司屋	辰巳寿司	〒573-0163 大阪府 枚方市 長尾元町6丁目4-3	
3823	3830	1	60837038	スナック	スナックドリー	〒571-0046 大阪府 門真市 本町9-29ロイヤルビル西三荘403号	
3824	3831	1	43128477	スナック	カラオケヤシの木	〒571-0075 大阪府 門真市下島町1-20	
3828	3835	1	21412403	お好み焼	お好み焼きジャンボ	〒589-0013 大阪府 大阪狭山市 茱萸木２－３２５－１	
3846	3853	1	99182449	お好み焼	たこべえ	〒533-0021 大阪府 大阪市東淀川区 下新庄4-12-13	
3849	3856	1	93214999	スナック	スナック結	〒584-0068 大阪府 富田林市 錦織中２丁目８―１３	
3863	3870	1	89688521	BAR	Happiness　Reptiles	〒577-0057 大阪府 東大阪市足代新町 5-12 リップルタワービル803号	
3873	3880	1	55458017	スナック	RIBBON	〒559-0001 大阪府 大阪市住之江区 粉浜1丁目7-6 桃川ビル 3F RIBBON	
3882	3889	1	27316747	居酒屋	たまむし	〒561-0857 大阪府 豊中市 服部寿町3－5－10	
3898	3905	1	67463751	スナック	KiKi	〒530-0002 大阪府 大阪市北区 曽根崎新地１丁目７番１２号	
3913	3920	1	90843959	お好み焼	鉄板焼　重石	〒596-0821 大阪府 岸和田市 小松里町940-4	
3922	3929	1	39107152	スナック	スナックTHIS	〒544-0014 大阪府 大阪市生野区 巽東1-1-35リーベンリービル4階B	
3950	3957	1	95941268	BAR	SPORTS BAR YES	〒542-0084 大阪府 大阪市中央区 宗右衛門町5-6センチュリービル1階B号室	
3971	3978	1	24452780	焼き鳥屋	YAKITORI SHOP KAFU	〒530-0041 大阪府 大阪市北区 天神橋4-11-18	
3977	3984	1	25879376	BAR	アル、イクシール	〒537-0003 大阪府 大阪市東成区神路4丁目12番18号	
3984	3991	1	92369010	お好み焼	お好み焼だいにんぐ　はる家	〒562-0025 大阪府 箕面市 粟生外院６－２－４０	
4115	4122	1	53193856	居酒屋	手羽先番長東心斎橋店	〒542-0083 大阪府 大阪市中央区 東心斎橋2-4-6　2＝E	
4141	4148	1	66737950	お好み焼	お好み焼ASOKO（あそこ）	〒569-0077 大阪府 高槻市 野見町5-28	
4158	4165	1	39708784	居酒屋	和酌和酌ひのきや	〒596-0825 大阪府 岸和田市土生町3丁目 14-6エスポワール中嶋	
4164	4171	1	40806088	BAR	NORTHBAR	〒530-0057 大阪府 大阪市北区 曽根崎2丁目5番30号ポンヌーヴォービルB1F	
4176	4183	1	98031875	居酒屋	酒房居酒屋ななし	〒541-0048 大阪府 大阪市中央区 瓦町2-5-5	
4181	4188	1	47208982	鉄板焼き屋	餃子新井	〒530-0002 大阪府 大阪市北区 曽根崎新地1-2-4谷安セストビル3階	
4198	4205	1	57751422	BAR	JIGGER	〒530-0003 大阪府 大阪市北区 堂島1-3-29日宝新地レジャービル3F	
4233	4240	1	22494513	BAR	Happy☆Rabbit	〒595-0803 大阪府 泉北郡忠岡町 北出3丁目1-28	
4250	4257	1	79977606	お好み焼	こな壹	〒573-0084 大阪府 枚方市香里ケ丘３丁目11番3号1	
4251	4258	1	98643872	スナック	美美人	〒537-0003 大阪府 大阪市東成区神路１丁目５番１２号	
4285	4292	1	95660979	居酒屋	酒処竹富	〒590-0077 大阪府 堺市堺区 中瓦町2丁2番7号	
4298	4305	1	77607881	スナック	スナックルテシイア	〒586-0009 大阪府 河内長野市 木戸西町２丁目１ー３３	
4314	4321	1	69995461	居酒屋	居酒屋 安兵衛	〒572-0042 大阪府 寝屋川市 東大利町6-7	
4350	4357	1	31156680	スナック	スナックChao	〒618-0012 大阪府 三島郡島本町 高浜3-1-27	
4362	4369	1	98747331	カレー屋	チキンラボ	〒557-0013 大阪府 大阪市西成区 天神ノ森1-3-21	
4452	4459	1	30887141	スナック	スリーエイト　８８８	〒532-0024 大阪府 大阪市淀川区十三本町1丁目7番27号	
4453	4460	1	49755603	カラオケ	カラオケ蓮華	〒536-0004 大阪府 大阪市城東区 今福西1-2-1	
4508	4515	1	41744734	焼き鳥屋	とりとっとー	〒567-0041 大阪府 茨木市 下穂積2-10-3	
4511	4518	1	74750121	BAR	BAR Boozer	〒590-0077 大阪府 堺市堺区 中瓦町2丁2-17キラク2ビル2f	
4553	4560	1	99281807	居酒屋	居酒屋のれん	〒581-0081 大阪府 八尾市 南本町3-1-25	
4575	4582	1	90645018	BAR	ぱぴぷぺぽ	〒530-0002 大阪府 大阪市北区 曽根崎新地１丁目１番６号　GOTS北新地７号館８階	
4599	4606	1	93076931	居酒屋	Lamp	〒586-0076 大阪府 河内長野市 大矢船北町16-7	
4614	4621	1	66731126	BAR	花音	〒555-0022 大阪府 大阪市西淀川区 柏里3‐11‐19リップル塚本3‐A	
4636	4643	1	53638518	居酒屋	仁尚	〒532-0004 大阪府 大阪市淀川区 西宮原1-5-6	
4645	4652	1	33443640	洋食（オムライス等）	クリエイティブディシズ　タコウ	〒530-0047 大阪府 大阪市北区 西天満2丁目2番18号　真砂ビル１階	
4648	4655	1	63846781	BAR	oha bar	〒545-0052 大阪府 大阪市阿倍野区 阿倍野筋2-4-48	
4671	4678	1	48142499	そば	そば処あさひ	〒559-0017 大阪府 大阪市住之江区 中加賀屋３丁目5番4号	
4676	4683	1	47004663	居酒屋	居酒屋とも	〒538-0043 大阪府 大阪市鶴見区 今津南1-3-19	
4687	4694	1	43799903	居酒屋	マキショウ	〒540-0012 大阪府 大阪市中央区 谷町7-1-24摩湯ビル1階	
4717	4724	1	62707151	居酒屋	嘘８００	〒557-0001 大阪府 大阪市西成区 山王1丁目１４番１９号	
4730	4737	1	57837960	スナック	カラオケスナック朱鷺	〒535-0012 大阪府 大阪市旭区 千林2丁目16-5	
4753	4760	1	76030473	スナック	m＆m	〒552-0001 大阪府 大阪市港区 波除3-9-20-303	
4754	4761	1	23022478	BAR	Bar KAPIBARA	〒532-0026 大阪府 大阪市淀川区塚本６丁目９番１７号	
4760	4767	1	40420356	焼肉	喜楽園	〒566-0046 大阪府 摂津市 別府2-31-25	
4775	4782	1	95425367	居酒屋	居酒屋 幸	〒578-0941 大阪府 東大阪市 岩田町3-7-31	
4810	4817	1	12384173	居酒屋	京屋	〒556-0002 大阪府 大阪市浪速区 恵美須東３－４－７	
4829	4836	1	59084788	ラーメン	らぁめんこらぼるた	〒543-0072 大阪府 大阪市天王寺区 生玉前町4-20レナジア四天王寺１階	
4838	4845	1	70300284	BAR	カラオケ小町	〒572-0824 大阪府 寝屋川市 萱島東３丁目１０－９	
